t       	v       	Ic       	Id
 0.0241501	 0.04116	 4.86992e-09	 0.00104158
 0.0242001	 0.0266192	 2.7838e-09	 0.0010268
 0.0242501	 0.010867	 1.51886e-09	 0.0010109
 0.0243001	-0.00413501	 8.52963e-10	 0.000995869
 0.0243501	-0.0167129	 5.25817e-10	 0.000983357
 0.0244001	-0.0256688	 3.72595e-10	 0.000974496
 0.0244501	-0.0303945	 3.10672e-10	 0.000969836
 0.0245001	-0.0308986	 3.04706e-10	 0.00096934
 0.0245501	-0.0277505	 3.43926e-10	 0.000972442
 0.0246001	-0.0219515	 4.29864e-10	 0.000978169
 0.0246501	-0.0147542	 5.66959e-10	 0.0009853
 0.0247001	-0.00745966	 7.50579e-10	 0.000992554
 0.0247501	-0.00121915	 9.54192e-10	 0.000998781
 0.0248001	 0.00313031	 1.12794e-09	 0.00100313
 0.0248501	 0.00517447	 1.2202e-09	 0.00100518
 0.0249001	 0.00496112	 1.21023e-09	 0.00100497
 0.0249501	 0.00296606	 1.12084e-09	 0.00100297
 0.0250001	-7.24004e-06	 9.99722e-10	 0.000999993
 0.0250501	-0.00297821	 8.91771e-10	 0.000997024
 0.0251001	-0.0049667	 8.2611e-10	 0.000995039
 0.0251501	-0.00517044	 8.19662e-10	 0.000994836
 0.0252001	-0.00311541	 8.87077e-10	 0.000996887
 0.0252501	 0.00124406	 1.04901e-09	 0.00100124
 0.0253001	 0.00749165	 1.33394e-09	 0.00100751
 0.0253501	 0.0147885	 1.76613e-09	 0.00101484
 0.0254001	 0.0219824	 2.32909e-09	 0.0010221
 0.0254501	 0.027772	 2.91001e-09	 0.00102796
 0.0255001	 0.0309053	 3.28269e-09	 0.00103114
 0.0255501	 0.0303826	 3.21736e-09	 0.00103061
 0.0256001	 0.025637	 2.6806e-09	 0.0010258
 0.0256501	 0.0166625	 1.89812e-09	 0.00101673
 0.0257001	 0.0040703	 1.16947e-09	 0.00100407
 0.0257501	-0.0109393	 6.5656e-10	 0.000989091
 0.0258001	-0.0266906	 3.58237e-10	 0.000973488
 0.0258502	-0.0412211	 2.04861e-10	 0.000959204
 0.0259002	-0.052523	 1.3264e-10	 0.000948167
 0.0259502	-0.0588094	 1.04152e-10	 0.000942055
 0.0260002	-0.0587694	 1.04313e-10	 0.000942094
 0.0260502	-0.0517787	 1.36492e-10	 0.000948892
 0.0261002	-0.0380351	 2.31567e-10	 0.000962327
 0.0261502	-0.0185964	 4.89072e-10	 0.00098149
 0.0262002	 0.00468866	 1.19762e-09	 0.00100469
 0.0262502	 0.0293555	 3.09274e-09	 0.00102957
 0.0263002	 0.0525864	 7.5576e-09	 0.00105328
 0.0263502	 0.0715345	 1.56634e-08	 0.00107281
 0.0264002	 0.0836697	 2.49797e-08	 0.00108542
 0.0264502	 0.0871064	 2.85098e-08	 0.001089
 0.0265002	 0.0808707	 2.24303e-08	 0.00108251
 0.0265502	 0.0650709	 1.22158e-08	 0.00106613
 0.0266002	 0.0409464	 4.83006e-09	 0.00104137
 0.0266502	 0.0107825	 1.51393e-09	 0.00101081
 0.0267002	-0.0223039	 4.24076e-10	 0.00097782
 0.0267502	-0.0546892	 1.22037e-10	 0.000946058
 0.0268002	-0.0826432	 4.16446e-11	 0.000919064
 0.0268502	-0.10276	 1.92102e-11	 0.00089988
 0.0269002	-0.112372	 1.32732e-11	 0.000890785
 0.0269502	-0.109892	 1.46019e-11	 0.000893127
 0.0270002	-0.0950445	 2.58471e-11	 0.000907214
 0.0270502	-0.0689571	 7.04961e-11	 0.000932232
 0.0271002	-0.0340854	 2.69556e-10	 0.000966205
 0.0271502	 0.0060144	 1.26027e-09	 0.00100602
 0.0272002	 0.0470507	 6.10827e-09	 0.0010476
 0.0272502	 0.0844599	 2.57506e-08	 0.00108624
 0.0273002	 0.113918	 7.99533e-08	 0.00111716
 0.0273502	 0.13184	 1.59299e-07	 0.00113619
 0.0274002	 0.135819	 1.85642e-07	 0.00114043
 0.0274502	 0.124934	 1.22136e-07	 0.00112884
 0.0275002	 0.0999023	 4.66371e-08	 0.0011024
 0.0275502	 0.0630564	 1.1305e-08	 0.00106405
 0.0276002	 0.0181238	 2.00786e-09	 0.00101821
 0.0276502	-0.0301498	 3.1361e-10	 0.000970078
 0.0277002	-0.076506	 5.27317e-11	 0.000924957
 0.0277502	-0.115752	 1.16551e-11	 0.000887597
 0.0278002	-0.143347	 4.03261e-12	 0.00086179
 0.0278502	-0.155927	 2.48574e-12	 0.000850151
 0.0279002	-0.151715	 2.92286e-12	 0.000854039
 0.0279502	-0.130759	 6.5442e-12	 0.000873516
 0.0280002	-0.094968	 2.59233e-11	 0.000907287
 0.0280502	-0.047946	 1.58171e-10	 0.000952629
 0.0281002	 0.0053761	 1.2297e-09	 0.00100538
 0.0281502	 0.0592605	 9.76935e-09	 0.00106014
 0.0282002	 0.107786	 6.31555e-08	 0.00111069
 0.0282502	 0.145502	 2.6941e-07	 0.00115079
 0.0283002	 0.168049	 6.41261e-07	 0.00117511
 0.0283502	 0.172661	 7.65714e-07	 0.00118011
 0.0284002	 0.158502	 4.44182e-07	 0.00116478
 0.0284502	 0.126796	 1.31206e-07	 0.00113082
 0.0285002	 0.0807242	 2.23042e-08	 0.00108235
 0.0285502	 0.0251051	 2.62632e-09	 0.00102526
 0.0286002	-0.0341134	 2.69266e-10	 0.000966177
 0.0286502	-0.0904964	 3.0788e-11	 0.000911551
 0.0287002	-0.137827	 4.98647e-12	 0.000866922
 0.0287502	-0.170796	 1.40307e-12	 0.000836496
 0.0288002	-0.185606	 7.93793e-13	 0.000823006
 0.0288502	-0.180404	 9.69616e-13	 0.000827732
 0.0289002	-0.155516	 2.52536e-12	 0.000850531
 0.0289502	-0.113433	 1.27424e-11	 0.000889783
 0.0290002	-0.0585653	 1.05135e-10	 0.000942292
 0.0290502	 0.00323008	 1.13228e-09	 0.00100323
 0.0291002	 0.0652746	 1.23118e-08	 0.00106634
 0.0291502	 0.120799	 1.0418e-07	 0.00112445
 0.0292002	 0.163688	 5.42227e-07	 0.00117039
 0.0292502	 0.189158	 1.4442e-06	 0.0011981
 0.0293002	 0.194297	 1.75982e-06	 0.00120374
 0.0293502	 0.178397	 9.54722e-07	 0.00118635
 0.0294002	 0.143048	 2.45142e-07	 0.00114816
 0.0294502	 0.0919787	 3.43858e-08	 0.00109409
 0.0295002	 0.0306605	 3.25193e-09	 0.0010309
 0.0295502	-0.0342855	 2.6749e-10	 0.000966008
 0.0296002	-0.0958087	 2.50985e-11	 0.000906486
 0.0296502	-0.147201	 3.47697e-12	 0.000858216
 0.0297002	-0.182837	 8.83002e-13	 0.000825521
 0.0297502	-0.198789	 4.78073e-13	 0.00081109
 0.0298002	-0.193272	 5.91094e-13	 0.000816067
 0.0298502	-0.166836	 1.6339e-12	 0.000840122
 0.0299002	-0.122319	 9.05379e-12	 0.000881422
 0.0299502	-0.0645323	 8.35749e-11	 0.000936509
